,cons_12m,cons_gas_12m,date_activ,date_end,date_modif_prod,date_renewal,forecast_cons_12m,forecast_cons_year,forecast_meter_rent_12m,forecast_price_energy_p1,forecast_price_pow_p1,margin_gross_pow_ele,nb_prod_act,net_margin,num_years_antig,pow_max,origin_up_lxidpiddsbxsbosboudacockeimpuepw,channel_sales_foosdfpfkusacimwkcsosbicdxkicaua,avg_price_pow_energy,churn
8384,52002,0,2010.02,2016.02,2010.02,2015.02,1331.25,1517,16.53,0.1620329999999999,44.31137796,33.84,1,130.81,6,15.0,0,0,14.888892914444446,0
17801,17248,0,2012.11,2016.11,2015.11,2015.11,871.2,655,144.0,0.142881,44.31137796,43.32,1,108.97,3,17.32,1,1,27.2025623,1
5765,32057,19212,2009.08,2016.08,2009.08,2015.08,1245.33,0,38.31,0.165793,44.31137796,14.04,4,105.4,6,13.2,0,1,14.860773536666668,0
4759,105435,0,2005.07,2016.07,2005.07,2015.07,10320.01,6945,136.52,0.1100829999999999,40.606701,-10.39,1,685.17,11,100.0,0,0,27.185661166666662,0
20069,15910,0,2010.05,2016.05,2015.04,2015.05,1597.92,1064,119.42,0.1157609999999999,40.606701,18.54,1,198.01,6,17.5,1,1,27.207787749999994,1
3904,2940360,155531,2012.05,2016.05,2012.05,2015.05,1568.88,0,16.07,0.161165,44.31137796,22.95,2,116.51,4,13.856,0,0,14.876717126060608,0
7308,7414,0,2011.12,2016.12,2015.11,2015.12,1105.31,0,17.93,0.14346,45.30837756,15.12,1,81.4,4,13.2,1,0,14.864574097777778,0
15267,3467,0,2010.03,2016.03,2010.03,2015.03,257.8,0,130.81,0.142881,44.31137796,50.88,1,33.89,6,20.348,1,1,27.229286233333333,1
4511,3332,0,2008.02,2016.02,2015.02,2015.02,336.77,1255,132.5,0.1163299999999999,40.606701,43.92,1,10.84,8,17.57,0,0,27.234386849999996,0
7067,71108,0,2012.04,2016.04,2015.07,2015.04,6033.9,0,132.98,0.097701,58.99595196,-3.32,1,542.8,4,66.0,1,1,34.71984455777777,0
6394,24265,0,2011.05,2016.05,2011.05,2015.06,3463.01,0,16.46,0.1634789999999999,44.31137796,22.95,1,206.96,5,13.856,0,0,14.875007281111111,0
13881,3864,11601,2012.04,2016.04,2012.04,2015.04,413.97,0,0.0,0.1128599999999999,40.606701,33.62,2,51.03,4,16.5,0,0,27.213685866666665,1
10407,3054,0,2012.04,2016.04,2012.04,2015.04,462.42,0,14.3,0.146694,44.31137796,21.48,1,48.73,4,10.392,1,1,14.845555842222224,0
19242,40315,0,2009.08,2016.08,2009.08,2015.08,4187.0,0,132.17,0.113323,40.606701,44.52,1,520.72,6,29.7,0,0,27.17866355555556,1
15213,71666,0,2012.12,2016.12,2014.11,2015.12,7356.69,5842,144.42,0.114658,40.606701,27.96,1,755.08,3,28.0,1,1,27.14345177777777,1
348,19876,0,2010.05,2016.04,2015.04,2014.05,2602.98,0,139.55,0.1607859999999999,41.1052014,86.56,2,143.71,6,27.713,1,0,27.654404633333336,0
4294,20610,0,2012.11,2016.11,2014.09,2015.11,2106.31,2953,18.37,0.1446309999999999,44.31137796,6.45,1,179.78,3,13.856,1,0,14.864210403333336,0
16693,3297,0,2011.12,2016.11,2013.11,2015.11,476.95,423,13.76,0.140621,44.31137796,32.88,1,45.37,4,13.15,1,1,14.81877084777778,1
1620,9907,0,2009.09,2016.09,2009.09,2015.09,1161.77,2714,27.45,0.16695,44.31137796,8.98,1,110.36,6,10.392,0,1,14.85673495888889,0
17755,4456,349,2010.01,2017.01,2015.11,2016.01,665.75,645,21.79,0.14531,44.31137796,27.6,2,56.9,6,11.0,0,0,14.805523958888886,1
873,3329244,867921,2011.07,2016.07,2011.07,2015.07,5803.2,615,16.29,0.143166,44.31137796,13.1,2,555.27,5,10.392,0,0,14.829418764444444,0
19077,3036,0,2011.06,2016.06,2011.06,2015.07,455.91,239,19.57,0.1457109999999999,44.31137796,21.52,1,45.5,5,13.2,1,1,14.832464774545455,1
11913,57247,0,2011.12,2016.02,2015.09,2014.12,5455.45,4844,115.77,0.110314,40.606701,21.0,1,515.93,4,21.0,1,1,27.15664719444444,1
9466,7454,0,2010.01,2017.01,2015.11,2016.01,1127.53,0,19.6,0.145541,44.31137796,33.12,1,117.71,6,13.2,0,0,14.865222042222223,0
7322,125429,0,2009.05,2016.01,2015.12,2015.02,12112.75,0,142.2,0.111124,40.606701,-0.12,1,832.11,7,80.0,0,1,27.247987444444444,1
3303,1206,0,2010.02,2016.02,2014.06,2015.02,182.57,194,16.37,0.146694,44.31137796,33.12,1,20.93,6,13.2,0,0,14.865273486666668,0
12568,43609,0,2008.08,2016.06,2008.08,2015.07,1263.81,953,142.61,0.1001669999999999,58.99595196,-7.16,1,159.26,7,70.0,0,0,34.698840350000005,1
20153,33469,0,2013.04,2016.04,2013.04,2015.04,3501.36,3189,143.26,0.115174,40.606701,50.1,1,363.36,3,41.5,1,0,27.2160042,1
5188,18694,0,2011.08,2016.08,2014.01,2015.08,1395.92,1129,0.0,0.1001669999999999,58.99595196,-5.08,1,180.67,4,40.0,0,0,34.67583079444445,0
16181,7032,0,2010.02,2016.02,2010.02,2015.02,222.42,0,19.67,0.146694,44.31137796,33.12,1,23.08,6,13.2,0,1,14.805877019999995,1
14236,1530,0,2011.05,2016.05,2011.05,2015.05,229.32,288,16.56,0.1457109999999999,44.31137796,34.68,1,23.96,5,13.856,0,0,14.840182903333336,1
18083,-125276,0,2008.07,2016.12,2008.07,2016.01,0.0,0,330.55,0.092453,59.17346796,0.24,1,0.0,8,100.0,0,0,34.76470816666667,1
5434,8800,0,2012.12,2016.12,2012.12,2015.12,1157.67,0,24.6,0.168242,45.30837756,12.6,1,96.23,3,11.0,1,0,14.841749758888882,0
13191,1178245,0,2011.01,2017.01,2011.01,2016.01,5727.13,4311,359.25,0.115744,40.606701,66.84,1,484.43,5,67.0,1,0,27.14309141666666,1
18303,38923,9593,2013.06,2016.07,2013.07,2015.07,3985.41,2454,128.56,0.1128599999999999,40.606701,47.16,2,438.33,3,31.5,1,1,27.19532666666666,1
9117,3954,0,2009.09,2016.09,2009.09,2015.09,589.13,0,18.62,0.144902,44.31137796,12.82,1,57.75,6,13.2,0,0,14.829905347777776,0
11022,12608,0,2009.11,2016.06,2015.06,2015.06,1311.32,0,120.06,0.1152369999999999,40.606701,13.8,1,175.0,6,15.1,0,0,27.15135388888888,0
19623,31557,0,2011.11,2016.07,2015.07,2014.12,2442.05,0,15.99,0.1383049999999999,44.31137796,16.66,1,168.55,4,13.2,0,0,14.833743064444445,1
11801,20025,0,2011.02,2016.02,2011.02,2015.02,2098.12,1430,157.01,0.1186359999999999,40.606701,25.44,1,256.74,5,17.0,1,1,27.146194466666667,1
7913,16672,0,2009.1,2016.1,2009.1,2015.1,2056.74,1753,16.02,0.165022,44.31137796,8.8,1,144.95,6,13.2,0,0,14.85059257,0
16893,119576,0,2010.1,2016.1,2010.1,2015.1,11738.82,10731,359.25,0.110955,40.606701,-13.0,1,877.54,5,78.89,1,1,27.15940366666666,1
2637,3926060,1959386,2013.04,2016.04,2013.04,2015.04,5829.37,5197,20.05,0.161454,44.31137796,24.52,2,395.07,3,13.2,1,1,14.878785425555556,0
20190,78754,0,2013.06,2016.04,2015.04,2014.06,7588.98,6149,129.61,0.110314,40.606701,44.73,1,664.33,3,50.0,1,1,27.194280749999997,1
13720,97951,0,2012.05,2016.05,2013.11,2015.06,4948.16,2417,144.05,0.114658,40.606701,13.62,1,558.71,4,19.8,1,1,27.15446302424242,1
7206,4534,0,2012.1,2016.11,2013.11,2015.11,601.13,734,10.18,0.127906,37.929294,-48.96,1,-182.52,3,11.5,1,0,12.682918368888892,0
17581,1686,0,2012.04,2016.1,2013.1,2015.1,252.46,205,18.98,0.1457109999999999,44.31137796,34.68,1,25.76,4,13.856,1,1,14.830267625555557,1
19214,5436,0,2013.01,2017.01,2015.11,2016.01,816.33,0,18.37,0.142649,44.31137796,37.56,1,85.43,3,15.0,1,1,14.805633564444438,1
12449,32630,0,2009.11,2016.11,2009.11,2015.11,347.38,294,19.01,0.146348,45.80687796,17.13,1,33.3,6,10.392,0,0,14.852203375555554,1
1465,2890,0,2011.1,2016.1,2011.1,2015.1,433.78,0,16.17,0.146348,46.30537836,21.64,1,41.48,4,10.392,0,0,14.92661572,0
14979,24507,0,2010.01,2016.02,2010.01,2015.02,704.07,0,118.6,0.1169,40.606701,51.96,1,87.21,6,20.785,1,0,27.234919099999995,1
13659,64016,0,2009.09,2016.09,2009.09,2015.09,6445.77,0,132.36,0.112922,40.606701,5.59,1,600.65,6,20.7,0,0,27.17013533333333,1
13654,4960,0,2013.02,2016.02,2015.02,2015.02,303.48,0,16.27,0.273963,59.26637796,207.96,1,179.88,3,13.856,1,1,18.743227208888896,1
17334,53819,0,2011.1,2016.1,2015.08,2015.1,297.97,0,18.02,0.14346,46.30537836,21.64,1,25.93,4,10.39,1,1,14.926455308888883,1
11692,15694,0,2009.06,2016.06,2015.05,2015.06,1510.57,1481,170.75,0.114604,40.606701,38.12,1,171.58,7,41.6,1,0,27.197304583333327,1
18384,954386,80902,2009.09,2016.09,2009.09,2015.1,3400.49,3157,19.68,0.142819,44.31137796,29.64,2,325.07,6,13.15,1,0,14.814430764444444,1
682,24816,0,2012.06,2016.06,2015.05,2015.06,2560.89,1782,148.17,0.1157609999999999,40.606701,15.84,1,301.81,4,17.320999999999998,1,1,27.198703916666663,0
16516,0,0,2009.06,2016.06,2009.06,2015.06,0.0,0,6.91,0.1457109999999999,44.31137796,27.14,1,1598.33,7,13.2,0,0,12.145623946666666,1
9043,146512,0,2011.1,2016.1,2011.1,2015.1,346.26,0,1.05,0.146348,46.30537836,27.44,1,33.31,4,13.2,1,1,14.92661575333333,0
16969,2036,0,2012.01,2017.01,2012.01,2016.01,215.15,229,131.03,0.120372,40.606701,49.44,1,25.3,4,19.8,1,1,27.147762972222218,1
5541,29071,22847,2011.01,2016.03,2011.01,2015.03,2942.12,2953,145.78,0.1169,40.606701,33.81,2,322.58,5,25.0,1,1,27.225663316666665,0
5295,977358,108,2011.02,2016.02,2011.02,2015.02,865.23,800,62.71,0.144149,44.31137796,37.56,2,63.12,5,15.0,0,0,14.854513053333337,0
4953,2662467,87653,2012.07,2016.07,2012.07,2015.07,2440.64,1668,16.51,0.161165,44.31137796,13.03,2,159.83,4,10.35,0,0,14.86368357,0
19524,7935,0,2010.02,2016.02,2010.02,2015.02,841.1,1031,131.39,0.1169,40.606701,68.88,1,91.64,6,27.6,0,0,27.234919099999995,1
596,11932,0,2010.05,2016.08,2010.05,2015.08,1733.77,0,18.99,0.140621,44.31137796,14.04,1,121.72,6,13.2,1,0,14.823715064444446,0
2325,7082,0,2012.06,2016.06,2013.09,2015.06,1171.06,0,18.32,0.1692799999999999,44.31137796,7.84,1,366.07,4,10.392,1,1,14.839165231111112,0
2951,11290,0,2012.02,2017.01,2016.01,2015.02,906.15,133,13.78,0.200722,46.70417796,45.12,2,65.12,4,13.856,1,1,15.203308069999997,0
10848,174990,1159,2013.02,2016.02,2013.02,2015.02,8859.74,0,125.71,0.1169,40.606701,24.24,3,903.78,3,24.249,1,1,27.23501537777777,0
1366,4531,0,2009.06,2016.06,2015.04,2015.06,674.8,337,19.36,0.1443279999999999,44.31137796,21.52,1,72.36,7,13.2,0,0,14.834751681111117,0
17941,48667,0,2013.04,2016.1,2013.1,2015.1,284.45,0,15.76,0.140621,44.31137796,9.919999999999993,1,21.04,3,13.2,0,0,14.818770781111107,1
8120,1500637,1859491,2012.12,2016.07,2012.12,2015.07,1281.78,0,18.47,0.140621,44.31137796,16.85,2,105.36,3,12.0,1,1,14.828659247777775,0
18254,48667,0,2013.04,2016.1,2013.1,2015.1,325.64,0,15.78,0.140621,44.31137796,9.92,1,23.37,3,13.2,0,0,14.818770781111107,1
20220,1191783,0,2012.04,2016.11,2014.11,2015.11,5392.21,8817,188.99,0.1152369999999999,40.606701,41.52,1,483.01,4,27.75,1,1,27.14345177777777,1
15339,32185,0,2012.05,2016.07,2013.07,2015.07,3351.84,2880,144.8,0.1128599999999999,40.606701,17.74,1,282.73,4,23.0,1,1,27.19532666666666,1
15160,2471,0,2012.03,2016.03,2014.06,2015.03,372.79,478,19.61,0.146694,44.31137796,23.76,1,38.03,4,10.39,1,0,14.865260431111112,1
3996,186485,0,2009.08,2016.08,2009.08,2015.08,6007.21,7178,18.01,0.1640569999999999,44.31137796,14.7,1,409.0,6,13.856,0,0,14.860129503333331,0
14781,963288,0,2010.05,2016.05,2010.05,2015.05,3498.47,3247,16.22,0.1646369999999999,44.31137796,17.13,1,323.4,6,10.35,0,0,14.87505759777778,1
16047,16222,0,2012.02,2016.02,2015.12,2015.02,1922.22,0,14.36,0.158566,44.31137796,23.4,2,192.64,4,10.392,1,1,14.839040092222216,1
18291,2341,0,2012.02,2016.02,2015.12,2015.02,444.35,0,21.34,0.186188,45.80687796,52.56,1,33.81,4,15.0,1,1,15.316911064444446,1
30,44051,0,2010.12,2016.12,2015.11,2015.12,6511.08,7382,141.71,0.143478,44.31137796,3.56,1,437.95,5,13.2,0,0,14.804811519999998,0
16212,9034,66289,2011.11,2016.11,2015.1,2015.11,794.51,637,144.4,0.115939,40.9390266,18.18,2,98.49,4,15.3,1,1,27.184392799999998,1
3552,2427,0,2011.05,2016.05,2011.05,2015.06,364.67,0,15.84,0.1457109999999999,44.31137796,19.2,1,37.84,5,10.392,1,1,14.840182903333336,0
15549,2416,0,2011.06,2016.06,2011.06,2015.06,290.56,331,16.86,0.144902,44.31137796,21.52,1,27.59,5,13.2,1,1,14.834897264444448,1
16406,40315,0,2009.08,2016.08,2009.08,2015.08,4187.0,0,132.17,0.113323,40.606701,44.52,1,520.72,6,29.7,0,0,27.17866355555556,1
315,1057,0,2011.09,2016.1,2015.09,2015.1,220.57,306,127.58,0.148299,41.1052014,32.48,1,13.18,4,15.001,1,1,27.69845730333334,1
13589,38599,0,2012.05,2016.05,2012.05,2015.05,3997.67,3023,359.25,0.115174,40.606701,116.79,1,447.8,4,110.0,1,1,27.20682391666666,1
7656,52009,0,2011.05,2016.1,2015.08,2015.1,3593.59,1876,29.24,0.141434,44.31137796,10.0,1,271.79,5,15.0,1,0,14.82922532,0
8811,2976,0,2012.06,2016.06,2012.06,2015.06,0.15,0,18.37,0.1457109999999999,44.31137796,21.52,1,0.01,4,13.2,1,1,14.835225264444448,0
6135,835,0,2009.12,2016.12,2015.11,2015.12,73.19,0,13.8,0.165354,46.30537836,20.42,1,18.46,6,10.35,0,1,14.84069004222222,0
16489,266188,195939,2012.06,2016.05,2012.06,2015.05,487.62,855,145.37,0.1128599999999999,40.606701,78.93,3,56.14,4,43.596,1,1,27.204506333333327,1
13159,23960,0,2005.06,2016.06,2005.06,2015.06,2436.64,4652,144.21,0.115174,40.606701,25.24,1,246.44,11,27.6,0,0,27.197643499999995,1
9584,6216,0,2010.07,2016.07,2010.07,2015.07,276.36,0,16.32,0.144902,44.31137796,14.64,1,25.42,6,10.39,1,1,14.829930036666664,1
1864,2564,0,2011.01,2017.01,2015.11,2016.01,389.62,0,16.79,0.1443839999999999,44.31137796,26.04,1,50.83,5,10.392,0,0,14.805729842222217,0
17251,7765,0,2009.08,2016.08,2014.12,2015.08,868.65,2626,15.78,0.165793,44.31137796,12.36,1,68.89,6,10.392,0,0,14.900504736666669,1
7316,5149,0,2011.12,2016.12,2015.11,2015.12,769.88,1197,18.47,0.144039,45.80687796,17.76,1,69.57,4,11.42,1,1,14.80555051444444,0
3815,44548,0,2011.07,2016.07,2015.06,2015.07,1319.16,777,0.0,0.11634,40.606701,19.01,1,153.29,5,17.9,1,1,27.190726722222216,0
2638,18990,0,2010.06,2016.06,2010.06,2015.06,673.05,597,129.97,0.1169099999999999,40.606701,49.88,1,85.61,6,31.5,1,0,27.200247999999995,0
9234,11359,87419,2012.07,2016.07,2015.06,2015.07,1138.78,1046,143.95,0.114603,40.606701,24.6,2,131.61,4,23.1,1,1,27.189663499999995,0
13404,17894,0,2012.06,2016.06,2012.06,2015.06,2638.13,3502,59.52,0.143166,44.31137796,33.84,1,239.28,4,15.0,1,1,14.834376064444443,1
2211,1322,0,2008.08,2016.06,2008.08,2015.06,113.87,192,132.31,0.1001669999999999,58.99595196,-0.44,1,15.46,7,4.4,0,0,34.698840350000005,0
19534,3610,0,2012.05,2016.05,2015.04,2015.05,536.24,0,16.93,0.1443279999999999,44.31137796,25.56,1,51.25,4,13.856,0,0,14.864396736666668,1
6500,10129,44280,2011.12,2016.12,2015.11,2015.12,1523.2,0,16.95,0.14346,45.30837756,11.4,2,121.64,4,10.392,0,0,14.805614453333328,0
7561,7473,476,2013.04,2016.04,2013.04,2015.04,-52.42,0,129.36,0.1169099999999999,40.606701,50.98,3,8.39,3,25.0,1,0,27.218320866666662,0
20283,12353,0,2011.12,2016.12,2015.11,2015.12,472.42,741,16.95,0.14346,46.30537836,20.54,1,35.87,4,10.392,1,1,14.805502281111105,1
12716,1721,0,2009.09,2016.07,2015.07,2014.09,252.74,0,16.84,0.142649,44.31137796,21.48,1,23.35,6,10.392,0,0,14.84409425888889,1
16169,7729,0,2011.03,2016.03,2011.03,2015.03,824.53,0,17.77,0.164635,44.31137796,23.76,1,84.12,5,10.392,0,0,14.885467725555555,1
13860,13196,0,2009.07,2016.07,2009.07,2015.07,1945.71,981,21.34,0.143166,44.31137796,16.66,1,158.76,7,13.2,0,0,14.829418764444444,1
4924,2650,0,2009.11,2016.11,2009.11,2015.11,399.67,0,0.0,0.146348,45.80687796,17.1,1,38.64,6,10.35,0,0,14.852203342222218,0
11112,13994,0,2010.11,2016.11,2015.11,2015.11,1389.61,331,125.35,0.114667,40.606701,3.72,1,172.01,5,19.8,1,1,27.15337766666666,0
14023,6332,0,2011.05,2016.05,2015.04,2015.05,646.3,407,131.8,0.1151819999999999,40.606701,43.08,1,81.79,5,17.25,0,0,27.213612187878788,1
6063,16475,0,2011.1,2016.1,2011.1,2015.1,551.18,38,17.55,0.16695,44.31137796,8.95999999999999,1,46.08,4,12.0,0,1,14.851667725555552,0
3875,15874,0,2009.1,2016.1,2009.1,2015.1,1669.59,3313,17.77,0.1640569999999999,44.31137796,9.2,1,107.67,6,13.856,0,0,14.850060681111112,0
4278,4212,0,2010.01,2016.02,2010.01,2015.02,434.58,390,129.25,0.120372,40.606701,49.8,1,52.47,6,19.919,1,0,27.23849504444444,0
19793,6668,14810,2012.12,2016.12,2015.1,2015.12,995.49,1136,17.44,0.143459,45.30837756,15.78,2,84.27,3,13.856,0,0,14.805328681111108,1
11701,5312,0,2010.09,2016.09,2015.07,2015.09,359.17,0,16.45,0.141666,44.31137796,13.4,1,29.18,5,13.856,1,1,14.819564292222225,1
10324,6303,0,2011.12,2016.12,2015.11,2015.12,929.92,1057,20.03,0.14346,45.30837756,15.12,1,75.7,4,13.2,0,0,14.864481623030304,0
20270,7485,0,2012.05,2016.05,2015.04,2015.05,789.2,782,132.5,0.1151819999999999,40.606701,50.22,1,112.5,4,27.7,0,0,27.208123666666665,1
1965,4417,0,2009.11,2016.11,2015.09,2015.11,459.51,0,13.51,0.16304,45.31137756,13.26,1,57.19,6,10.392,0,1,14.872714531111107,0
531,1481,0,2012.05,2016.05,2012.05,2015.05,134.4,305,131.76,0.115174,40.606701,41.88,1,10.34,4,23.1,0,1,27.20682391666666,0
10378,4100379,0,2013.06,2016.05,2014.04,2015.05,246.27,0,15.25,0.1640569999999999,44.31137796,19.2,1,24.86,3,10.392,1,1,14.879881947777776,0
17210,16958,0,2009.12,2016.12,2015.1,2016.01,1780.74,0,12.56,0.143227,44.31137796,4.7,1,180.41,6,12.5,1,0,14.804784586666662,1
793,77929,0,2010.06,2016.06,2010.06,2015.06,838.6,0,16.66,0.144902,44.31137796,16.92,1,74.42,6,10.392,1,1,14.834897197777776,0
2541,401088,0,2012.02,2016.02,2012.02,2015.02,35312.21,33580,348.96,0.0995559999999999,58.99595196,0.24,1,1857.4,4,108.0,1,1,34.74325336222222,0
10882,51698,0,2012.02,2016.02,2012.02,2015.02,5285.78,0,117.53,0.1169,40.606701,31.44,1,486.46,4,31.5,1,0,27.234919099999995,0
11972,999,621,2013.06,2016.06,2013.11,2015.06,324.87,194,16.8,0.1457109999999999,44.31137796,24.4,4,36.81,3,15.0,1,1,14.835225264444448,1
4059,68057,0,2009.09,2016.09,2014.06,2015.09,4614.86,3908,131.61,0.115174,40.606701,10.83,1,506.98,6,22.5,0,0,27.25185583333333,0
16749,923,0,2011.09,2016.09,2015.07,2015.09,108.88,0,17.1,0.162904,44.31137796,10.08,1,7.01,4,10.392,0,0,14.854547653333334,1
10402,3263,0,2009.11,2016.11,2009.11,2015.11,336.43,333,132.92,0.1152369999999999,41.1052014,61.8,1,39.79,6,39.6,0,0,27.19514022777777,0
9143,3363,0,2009.05,2016.05,2009.05,2015.05,483.59,605,64.24,0.144902,44.31137796,25.56,1,44.81,7,13.856,0,1,14.839864458888892,0
15447,19369,0,2010.1,2016.1,2015.09,2015.1,1986.08,0,114.57,0.1153599999999999,40.606701,34.56,1,262.29,5,23.1,0,0,27.16389505555555,1
570,176812,0,2009.03,2016.12,2014.11,2016.01,1128.89,0,330.62,0.092453,59.17346796,0.12,1,51.85,7,60.0,0,0,34.76470816666667,0
4710,12900,0,2011.06,2016.06,2011.06,2015.06,1267.31,1665,131.76,0.115174,40.606701,27.48,1,143.55,5,22.0,0,0,27.197643499999995,0
14024,4938,706,2010.02,2016.02,2015.12,2015.02,739.4,836,19.02,0.143227,44.31137796,31.32,2,85.45,6,12.5,1,0,14.80568478666666,1
17602,5650,0,2011.08,2016.08,2015.07,2015.08,603.55,654,144.43,0.1157609999999999,40.606701,22.26,1,64.25,4,19.8,1,1,27.18169225,1
13329,5025,0,2009.1,2016.1,2009.1,2015.1,540.87,0,17.4,0.165793,44.31137796,10.36,1,51.09,6,13.856,0,1,14.851076592222222,1
14960,11203,0,2012.07,2016.07,2015.05,2015.07,1173.29,99,89.63,0.1169099999999999,40.606701,17.48,1,138.56,4,16.454,1,1,27.191114833333327,1
1511,116703,0,2012.09,2016.09,2012.09,2015.09,3491.39,0,30.3,0.142819,44.31137796,11.42,1,273.0,3,13.2,0,0,14.81938809777778,0
5615,303696,0,2011.12,2016.12,2011.12,2015.12,6371.26,5367,17.56,0.145789,44.31137796,2.8,1,573.74,4,10.392,0,0,14.804991097777776,0
764,14131,0,2012.06,2016.06,2012.06,2015.06,2083.36,0,13.86,0.143166,44.31137796,19.2,1,186.96,4,13.15,1,1,14.83437609777778,0
1809,61364,0,2009.06,2016.06,2009.06,2015.06,1996.02,0,16.36,0.1646369999999999,44.31137796,20.2,1,171.3,7,13.856,0,1,14.872650065454549,0
7495,50434,0,2004.07,2016.07,2004.07,2015.07,4934.91,4974,131.08,0.113323,40.606701,17.23,1,480.38,12,36.0,0,0,27.187015055555552,0
16678,44652,0,2012.04,2016.04,2015.04,2015.04,4616.44,2051,132.1,0.1157609999999999,40.606701,51.84,1,560.14,4,34.64,1,0,27.2527255,1
114,6221,0,2012.01,2017.01,2015.11,2016.01,748.21,0,16.19,0.1443839999999999,44.31137796,26.04,1,78.48,4,10.392,1,1,14.805665875555553,0
13913,22952,0,2011.05,2016.05,2011.05,2015.05,2289.18,2197,129.61,0.1169099999999999,40.606701,18.36,1,282.83,5,17.320999999999998,1,1,27.209284499999995,1
4968,17295,0,2012.06,2016.06,2015.04,2015.06,2677.15,0,16.22,0.145137,44.31137796,20.2,1,167.78,4,13.856,0,1,14.834672675555556,0
10372,4970,0,2012.07,2016.12,2015.04,2015.12,499.83,339,128.89,0.1152369999999999,41.1052014,21.98,1,62.06,4,15.1,1,1,27.19143047777777,1
666,439112,0,2012.03,2016.03,2013.09,2015.03,8377.33,6453,144.4,0.1100829999999999,40.606701,70.65,1,702.31,4,79.0,1,1,27.220581733333333,0
16875,724362,0,2010.1,2016.03,2010.1,2015.03,531.8,1115,146.1,0.1169,40.606701,79.47,1,53.45,5,35.0,1,1,27.225663316666665,1
305,8776,0,2009.12,2017.01,2015.11,2016.01,1282.22,0,0.36,0.145774,45.30837756,33.12,1,114.56,6,13.2,1,0,14.80426578666666,0
2698,14596,0,2010.08,2016.08,2010.08,2015.09,1631.03,0,33.94,0.1646369999999999,44.31137796,14.7,1,144.82,5,13.856,0,0,14.854469675555553,0
16860,10203,0,2012.1,2016.1,2015.09,2015.1,623.42,578,144.83,0.115939,41.1052014,42.48,1,69.53,3,17.0,1,1,27.266941566666663,1
14161,37538,0,2009.08,2016.08,2015.06,2015.08,5420.33,0,8.14,0.141666,44.31137796,16.66,1,372.01,6,13.2,0,0,14.824087342222224,1
16536,5853,0,2009.07,2016.07,2009.07,2015.07,568.26,2116,38.66,0.165793,44.31137796,14.64,2,57.06,7,10.392,0,0,14.865872597777775,1
13586,3633,0,2009.12,2016.12,2015.05,2015.12,548.54,0,13.02,0.146343,45.81137796,16.14,1,90.13,6,10.392,1,0,14.805344669999991,1
4241,23774,0,2009.1,2016.1,2009.1,2015.1,2098.32,0,142.3,0.1152369999999999,40.606701,10.4,1,284.7,6,31.05,0,1,27.162528055555548,0
17288,3597,0,2010.04,2016.04,2010.04,2015.04,351.95,236,131.76,0.115174,40.606701,41.16,1,48.64,6,16.5,0,0,27.2160042,1
17688,582,0,2011.01,2017.01,2011.01,2016.01,32.3,0,15.93,0.146694,44.31137796,26.04,1,3.38,5,10.392,0,0,14.80580321696969,1
17883,2895929,0,2011.08,2016.08,2015.02,2015.08,21155.39,18353,207.66,0.1100829999999999,40.606701,-12.42,1,1195.99,4,100.0,1,1,27.17565364444444,1
3783,5767,18484,2009.09,2016.09,2009.09,2015.09,857.48,0,17.22,0.144902,44.31137796,12.82,3,72.21,6,13.2,0,0,14.819995647777777,0
9716,10065,0,2010.02,2016.02,2015.12,2015.02,665.19,0,61.76,0.145541,44.31137796,33.84,1,69.93,6,13.5,0,0,14.805876953333328,0
12965,1560,0,2012.05,2016.05,2012.05,2015.05,235.88,7,18.32,0.1457109999999999,44.31137796,19.35,1,14.17,4,13.856,1,0,14.84018287,1
7407,8493,0,2010.05,2016.05,2010.05,2015.05,857.69,2393,16.14,0.165214,44.31137796,19.2,1,99.97,6,10.392,0,1,14.875283153333337,0
14453,83228,0,2012.09,2016.09,2015.07,2015.09,12245.62,0,19.35,0.141434,44.31137796,8.98,1,934.57,3,10.392,1,0,14.834077897777778,1
10745,22190,0,2011.1,2016.1,2011.1,2015.1,2664.41,3960,30.94,0.166178,44.31137796,9.2,1,213.1,4,13.856,1,1,14.849597625555557,0
15235,24068,0,2012.04,2016.04,2012.04,2015.05,3558.0,0,18.37,0.143166,44.31137796,22.64,1,324.17,4,12.18,1,1,14.84250555636364,1
1407,20424,0,2004.09,2016.09,2015.05,2015.09,2103.25,1945,33.54,0.1152369999999999,40.606701,9.48,1,188.63,11,19.8,0,0,27.171340777777772,0
18158,18329,22256,2011.12,2016.04,2014.04,2015.04,2210.75,0,0.0,0.1712936,45.80687796,30.0,2,855.88,4,11.0,1,1,15.354393253333336,1
1828,189078,95353,2011.09,2016.09,2015.05,2015.09,6974.55,4787,167.79,0.114658,40.606701,8.11000000000001,2,716.57,4,30.0,1,1,27.252954916666667,1
6782,37221,675,2012.04,2016.11,2015.11,2014.12,2190.3,901,13.93,0.198096,46.30537836,28.23,3,115.57,4,13.15,1,1,14.93308464777778,0
19803,15433,0,2013.02,2016.02,2015.12,2015.03,2289.8,0,15.86,0.141838,44.31137796,31.2,1,227.18,3,13.856,0,1,14.804901031111102,1
6857,786536,80583,2010.01,2017.01,2010.01,2016.01,4931.85,5894,145.7,0.115744,40.606701,17.28,2,479.56,6,17.3,1,0,27.14309141666666,0
