,cons_12m,cons_gas_12m,date_activ,date_end,date_modif_prod,date_renewal,forecast_cons_12m,forecast_cons_year,forecast_meter_rent_12m,forecast_price_energy_p1,forecast_price_pow_p1,margin_gross_pow_ele,nb_prod_act,net_margin,num_years_antig,pow_max,origin_up_lxidpiddsbxsbosboudacockeimpuepw,channel_sales_foosdfpfkusacimwkcsosbicdxkicaua,avg_price_pow_energy,churn
9560,24138,0,2012.05,2016.05,2012.05,2015.05,2895.86,0,15.78,0.161165,44.31137796,22.95,1,199.87,4,13.856,0,0,14.873622614444445,0
4860,2498,0,2011.09,2016.09,2011.09,2015.09,371.87,0,15.98,0.144902,44.31137796,10.08,1,34.24,4,10.392,0,0,14.81999561444444,0
13606,26309,0,2010.02,2016.02,2010.02,2015.02,2847.28,3715,16.18,0.1620329999999999,44.31137796,31.08,1,253.7,6,13.8,0,0,14.888892914444446,0
5156,1043,1275,2010.01,2016.03,2010.01,2015.03,83.08,0,16.41,0.165794,44.31137796,23.76,3,10.19,6,10.392,0,0,14.88643380888889,0
14089,9935,0,2012.01,2017.01,2012.01,2016.01,0.0,0,131.37,0.120372,40.606701,51.96,1,0.0,4,20.78,1,1,27.147762972222218,0
10709,41571,0,2012.01,2017.01,2014.12,2016.01,4250.01,4161,129.6,0.118638,40.606701,49.2,1,517.92,4,32.87,1,1,27.254613805555557,0
9252,17337,0,2011.11,2016.11,2015.09,2015.11,2529.95,3290,18.62,0.142322,44.31137796,6.36,1,184.21,4,13.7,1,1,14.824404370000002,0
5213,4657,0,2009.12,2016.12,2015.11,2015.12,698.62,0,16.61,0.144038,45.80687796,16.14,1,57.91,6,10.392,0,0,14.805376697777769,0
3395,2158,0,2010.11,2016.08,2010.11,2015.08,323.45,0,16.79,0.1457109999999999,44.31137796,16.38,1,31.78,5,13.8,0,0,14.82530992,0
6398,6249,0,2009.12,2016.12,2015.11,2015.12,938.04,0,15.67,0.144038,45.80687796,17.1,1,81.06,6,11.0,0,1,14.840060231111112,0
7959,7204,0,2012.1,2016.05,2014.05,2015.05,812.82,0,16.0,0.165214,44.31137796,19.2,1,87.16,3,10.392,1,0,14.875811731111112,0
13044,23049,0,2011.09,2016.12,2011.09,2015.12,1625.28,0,117.18,0.1152369999999999,40.606701,1.36,1,212.92,4,31.5,1,1,27.14210666666666,0
5159,4170,1436,2013.06,2016.07,2015.07,2015.06,611.93,298,22.34,0.1383049999999999,44.31137796,14.64,2,43.06,3,10.392,1,1,14.833922786666667,0
5404,2845,0,2010.03,2016.12,2015.12,2015.03,325.03,0,14.2,0.228671,46.30537836,22.14,2,11.53,6,10.35,0,0,14.929617742222222,0
15237,679870,0,2010.05,2016.05,2010.05,2015.05,1212.54,1326,9.75,0.1646369999999999,44.31137796,17.13,1,112.06,6,10.35,0,0,14.876101208888892,0
8468,13768,0,2012.03,2016.03,2012.03,2015.03,1360.77,273,142.25,0.120372,40.606701,81.47,1,167.01,4,45.0,0,0,27.229286233333333,0
10710,2218,0,2012.01,2017.01,2012.01,2016.01,334.16,776,20.03,0.146688,44.31137796,34.68,1,23.85,4,13.856,1,1,14.805857875555551,0
15170,12719,0,2010.08,2016.08,2010.08,2015.08,1413.79,1242,118.59,0.1169099999999999,40.606701,18.18,1,183.61,5,20.785,1,1,27.182175,0
14310,5628,0,2013.04,2016.04,2013.04,2015.04,842.08,0,18.27,0.1457109999999999,44.31137796,23.56,1,94.18,3,11.42,1,1,14.844925731111111,0
13803,13642,0,2009.1,2016.1,2009.1,2015.1,1379.98,0,134.85,0.1152369999999999,40.606701,7.72,1,176.95,6,23.02,1,1,27.162528055555548,0
9392,70357,0,2009.08,2016.08,2009.08,2015.08,6927.29,5616,120.78,0.113323,40.606701,6.18,1,639.63,6,16.5,0,0,27.17789311111111,0
9939,11418,0,2013.01,2017.01,2015.11,2016.01,1695.87,0,18.51,0.143575,44.31137796,23.28,1,161.52,3,10.35,0,0,14.814855453333331,0
13425,15178,0,2011.09,2016.09,2015.08,2015.09,1533.34,1098,129.96,0.114782,40.606701,13.31,1,176.92,4,27.713,1,1,27.190934333333328,0
7122,17404,0,2005.08,2016.03,2014.03,2015.03,1833.98,1824,131.4,0.114586,40.606701,30.96,1,200.03,10,20.7,0,0,27.232343711111103,0
7338,54448,0,2011.12,2017.01,2016.01,2015.12,6301.12,0,18.63,0.138851,44.31137796,25.68,1,509.55,4,11.4,0,0,14.804863064444438,0
14175,11058,29095,2012.03,2016.03,2012.03,2015.03,1144.41,1269,130.31,0.120372,40.606701,31.8,2,136.56,4,15.935,1,1,27.229286233333333,0
4261,333543,0,2004.04,2016.12,2015.11,2015.12,5537.6,4552,142.21,0.110037,40.606701,-1.32,1,390.77,12,32.94,0,0,27.143022722222216,0
6210,45729,0,2011.08,2016.08,2011.08,2015.08,3621.78,32,129.26,0.114481,40.606701,16.44,2,509.06,4,26.3,1,1,27.180206666666667,0
13018,7019,0,2009.01,2016.12,2009.01,2015.12,614.85,626,131.74,0.1005279999999999,58.99595196,-2.34,1,76.87,7,9.9,0,0,34.63059801666666,0
1041,31704,0,2009.03,2016.03,2015.02,2015.03,1878.01,2029,16.74,0.143801,44.31137796,21.23,2,166.07,7,10.35,0,1,14.84808544777778,0
889,39768,0,2012.05,2016.05,2015.04,2015.05,3895.43,3401,129.73,0.1151819999999999,40.606701,18.36,1,492.27,4,17.320999999999998,1,1,27.25224225,0
9407,12465,0,2012.07,2016.07,2015.05,2015.07,1837.55,0,18.42,0.144058,44.31137796,17.45,1,164.43,4,13.856,1,1,14.814654792222225,1
13233,10281,11055,2009.12,2016.12,2015.11,2015.12,963.57,0,18.47,0.144038,45.30837756,11.84,3,79.47,6,10.392,1,0,14.80495706444444,0
14556,11852,0,2009.08,2016.08,2015.06,2015.08,1722.73,0,19.35,0.141434,44.31137796,14.04,1,129.08,6,13.2,0,0,14.823803786666668,0
12240,9320,0,2009.1,2016.1,2009.1,2015.1,815.32,1040,131.39,0.1152369999999999,40.9390266,26.4,1,113.62,6,19.8,0,0,27.218083655555557,0
9140,40675,0,2009.03,2016.03,2009.03,2015.03,3722.57,10913,18.55,0.1458839999999999,44.31137796,21.34,1,229.25,7,10.392,0,1,14.85007669777778,0
8790,1031462,0,2010.08,2016.04,2010.08,2015.04,12649.68,12222,131.76,0.1100829999999999,40.606701,-1.46,1,850.86,5,33.0,0,0,27.21163642222222,0
3869,4124,9566,2010.06,2016.03,2014.03,2015.03,618.3,0,15.57,0.1458839999999999,44.31137796,23.76,3,59.31,6,10.392,0,0,14.805510731111106,0
10168,32757,1337,2012.05,2016.05,2015.04,2015.05,3449.06,2711,131.38,0.1157609999999999,40.606701,24.51,2,397.46,4,23.1,0,0,27.207787749999994,0
4399,12611,0,2009.07,2016.06,2009.07,2015.06,0.0,0,0.0,0.0006,0.0,17.55,1,164.41,7,10.39,1,0,0.0001999999999999,0
10990,121885,0,2009.12,2016.12,2015.11,2015.12,2286.92,0,19.78,0.143478,44.31137796,2.8,1,177.34,6,10.392,0,0,14.804811619999994,0
1577,18317,0,2012.02,2016.03,2012.02,2015.03,2004.59,3233,132.14,0.120372,40.606701,36.22,1,182.22,4,20.0,0,0,27.229286233333333,0
5390,13442,0,2009.08,2016.08,2009.08,2015.08,1495.28,0,16.86,0.1640569999999999,44.31137796,14.7,1,105.35,6,13.856,0,1,14.860129536666667,0
15493,4240,0,2010.02,2016.02,2015.12,2015.02,641.75,0,0.0,0.142649,44.31137796,26.04,1,74.78,6,10.392,1,1,14.805764781111105,1
6010,54159,0,2009.12,2016.12,2015.1,2015.12,3391.13,1182,13.72,0.144058,44.31137796,3.4,1,295.41,6,12.5,1,0,14.80484378666666,1
12411,76813,0,2012.03,2016.03,2015.03,2015.03,7687.7,6143,128.89,0.115172,40.606701,26.77,1,832.17,4,30.0,1,1,27.2243569,0
11277,46373,0,2012.06,2016.06,2013.11,2015.06,4567.82,-8246,130.32,0.1128599999999999,40.606701,24.24,1,493.6,4,26.4,1,1,27.19532666666666,0
1641,7414,0,2009.1,2016.09,2013.09,2015.09,699.96,0,16.54,0.161165,44.31137796,10.08,1,59.79,6,10.392,0,0,14.868653058888889,0
9601,0,193458,2009.09,2016.09,2009.09,2015.09,0.0,0,129.6,0.115174,40.606701,17.93,2,0.0,6,20.0,1,1,27.171495749999995,0
13930,35943,0,2013.06,2016.06,2013.04,2015.06,1019.18,1224,16.23,0.144902,44.31137796,16.92,1,94.02,3,10.392,1,1,14.834897264444448,0
11574,9899,0,2010.07,2016.07,2010.07,2015.07,744.14,0,19.6,0.1457109999999999,44.31137796,18.62,1,74.83,6,13.2,0,0,14.83026759222222,0
1985,4543,0,2009.12,2016.12,2009.12,2015.12,460.57,724,131.73,0.1152369999999999,41.1052014,25.06,1,53.94,6,17.2,0,0,27.144418999999992,0
14239,2882597,976731,2010.01,2017.01,2014.11,2016.01,4020.72,3821,134.55,0.1169019999999999,40.606701,33.0,2,435.62,6,22.0,0,0,27.253259083333333,0
10125,10541,0,2009.09,2016.09,2015.05,2015.09,1169.11,456,143.56,0.1152369999999999,40.606701,11.37,1,134.79,6,16.5,1,0,27.171340777777772,1
2862,21151,14937,2013.05,2016.05,2015.05,2015.05,2144.33,1789,144.2,0.1165089999999999,40.606701,18.08,2,261.93,3,15.01,1,1,27.17300925,0
6787,85836,0,2010.09,2016.09,2010.09,2015.09,8292.84,0,117.17,0.1100829999999999,40.606701,-5.79,1,668.28,5,40.0,1,1,27.166658083333328,0
377,932707,0,2010.07,2016.07,2010.07,2015.07,2594.91,4871,18.61,0.1640569999999999,44.31137796,17.45,1,186.35,6,13.856,0,0,14.86516394777778,0
985,3435,0,2013.01,2016.01,2015.11,2015.02,513.55,333,18.32,0.142649,44.31137796,37.56,1,53.75,3,15.0,1,1,14.864948042222222,0
15584,176364,426175,2013.05,2016.05,2015.05,2014.05,17794.82,12763,144.07,0.1095049999999999,40.606701,-1.62,2,1126.85,3,26.4,1,0,27.20216738888888,0
11334,15366,0,2013.03,2016.03,2013.03,2015.03,695.96,0,17.51,0.237776,44.31137796,0.12,1,348.01,3,15.0,1,1,14.87359094777778,0
2890,5994,0,2010.07,2016.07,2010.07,2015.07,710.87,0,16.17,0.16695,44.31137796,18.62,1,76.86,6,13.2,0,0,14.86540817,0
4653,14593,4968,2011.06,2016.07,2014.07,2015.07,1666.53,0,16.63,0.161165,44.31137796,16.66,2,106.94,5,13.2,1,0,14.867882292222223,0
11963,16454,0,2012.11,2016.11,2015.09,2015.11,1983.69,0,37.17,0.160397,44.31137796,6.15,1,70.36,3,13.164,1,0,14.843151508888884,0
5003,17744,0,2011.03,2016.06,2015.06,2015.03,2197.44,1233,129.01,0.161936,41.1052014,43.76,2,129.07,5,15.934,1,1,27.494786183333336,0
11766,2926,0,2010.04,2016.04,2010.04,2015.04,442.74,0,19.53,0.146694,44.31137796,27.32,1,46.25,6,13.2,0,0,14.845555842222224,0
3635,1017579,187578,2011.06,2016.06,2011.06,2015.06,944.15,1053,147.01,0.115174,40.606701,36.21,2,100.18,5,20.0,1,1,27.197643499999995,0
3736,8010,19421,2012.01,2017.01,2015.11,2016.01,922.93,0,14.56,0.145137,44.31137796,26.04,3,87.65,4,10.392,0,0,14.830203181111113,0
13757,8847,0,2012.06,2016.06,2015.04,2015.06,1310.95,1614,17.09,0.14398,44.31137796,21.52,1,121.68,4,13.2,1,1,14.834790014444447,0
14056,3981,0,2012.12,2016.12,2012.12,2016.01,1079.39,1169,18.47,0.273963,59.26637796,0.12,1,373.07,3,15.0,1,0,19.82816270181819,0
11281,2150,0,2009.1,2016.1,2009.1,2015.1,324.79,0,16.57,0.146348,45.80687796,23.04,1,39.54,6,13.2,0,1,14.898837919999998,0
14263,15416,0,2009.1,2016.1,2009.1,2015.1,2015.09,0,16.15,0.165022,44.31137796,9.2,1,162.48,6,13.856,0,0,14.85059257,0
6457,11417,0,2009.09,2016.09,2015.07,2015.09,1281.69,2435,16.66,0.16059,44.31137796,8.98,1,87.43,6,10.392,0,0,14.853743292222225,0
2791,22483,0,2009.09,2016.09,2009.09,2015.09,3302.81,3604,0.0,0.142819,44.31137796,11.95,1,255.17,6,13.856,0,1,14.819388064444444,0
3262,808,0,2010.02,2016.02,2010.02,2015.02,122.03,0,19.64,0.146694,44.31137796,33.36,1,12.88,6,13.32,1,1,14.80587691999999,0
4909,16670,0,2012.03,2016.03,2012.03,2015.04,1076.59,783,129.59,0.1001669999999999,58.99595196,-0.45,1,152.42,4,17.320999999999998,1,1,34.73014722909091,0
7230,21934,0,2009.11,2016.11,2015.1,2015.11,1799.09,1855,146.52,0.114667,40.606701,7.89,1,196.91,6,41.5,0,0,27.17125555555555,0
4177,17126,31861,2012.12,2016.12,2015.11,2015.12,2166.73,2852,6.47,0.144058,44.31137796,3.68,2,185.32,3,13.8,1,1,14.819710431111112,0
8500,3310,0,2010.01,2017.01,2015.11,2016.01,360.62,0,16.19,0.162905,44.31137796,34.68,1,49.89,6,13.856,0,0,14.84142281444444,1
11053,2456527,0,2009.09,2016.05,2009.09,2015.05,4847.82,5829,16.47,0.1640569999999999,44.31137796,17.13,1,386.91,6,10.35,0,0,14.875232903333336,0
10418,53253,0,2012.09,2016.09,2013.11,2015.09,5248.94,0,108.81,0.113323,40.606701,15.96,1,568.52,3,16.0,1,1,22.628754416666663,1
11648,23941,0,2012.06,2016.06,2012.06,2015.06,2472.35,1236,130.66,0.115174,40.606701,19.0,1,271.25,4,20.785,1,1,27.19764363333333,0
13449,9771,49283,2012.07,2016.12,2013.12,2015.12,54.04,0,16.14,0.146348,46.30537836,20.54,2,5.12,4,10.392,1,0,14.866092275555555,1
4198,8606,0,2010.11,2016.11,2010.11,2015.11,1085.17,0,18.33,0.147506,45.30837756,13.23,1,106.88,5,10.35,0,0,14.83859415888888,0
3644,1792,0,2012.08,2016.1,2013.12,2015.1,270.17,0,15.45,0.147506,46.30537836,25.96,1,35.36,3,12.5,1,1,14.866372025555554,0
15005,35751,0,2011.11,2016.12,2015.12,2015.11,414.96,0,110.75,0.196942,46.30537836,20.54,1,237.75,4,10.392,0,0,26.181325537777777,0
5849,14033,125371,2010.02,2016.02,2015.12,2015.02,2080.16,0,0.0,0.141838,44.31137796,25.44,2,192.93,6,11.3,1,0,14.8043870311111,0
2282,25090,0,2009.09,2016.09,2009.09,2015.09,705.33,508,131.69,0.1152369999999999,40.9390266,22.28,1,85.18,6,15.1,0,1,27.25491598333333,0
101,8011,0,2010.01,2016.03,2010.01,2015.03,800.29,911,132.53,0.1169,40.606701,37.39,1,87.02,6,16.5,0,1,27.225663316666665,0
7151,75321,0,2013.06,2016.06,2013.04,2015.06,1046.58,580,14.23,0.144902,44.31137796,24.4,1,100.25,3,15.0,1,1,14.834897264444448,0
2342,25825,2141,2013.06,2016.06,2013.04,2015.06,3810.28,3323,18.4,0.143166,44.31137796,21.92,2,372.21,3,15.0,1,1,14.834376064444443,0
2325,55217,11066,2012.12,2016.12,2015.11,2015.12,5393.83,4308,141.7,0.110037,40.606701,-0.86,2,396.0,3,23.1,1,1,27.14075166666666,1
10683,19731,82430,2011.02,2016.02,2015.12,2015.02,711.07,0,11.76,0.142649,44.31137796,34.68,2,84.32,5,13.85,1,1,14.865160653333334,0
1373,8889,0,2013.02,2016.02,2015.12,2015.02,1343.93,0,15.94,0.142649,44.31137796,34.68,1,153.47,3,13.856,1,1,14.805764781111105,0
12767,17004,0,2009.09,2016.09,2009.09,2015.09,298.5,0,15.75,0.144902,44.31137796,10.08,1,26.73,6,10.392,0,0,14.81999561444444,0
2061,4118,0,2012.11,2016.11,2014.06,2015.11,624.31,0,37.43,0.147506,45.80687796,18.99,1,69.23,3,11.5,0,0,14.906988875555552,0
6341,13040,0,2012.07,2016.1,2013.1,2015.1,1896.1,0,18.12,0.140621,44.31137796,10.0,1,132.09,4,15.0,1,1,14.828659347777776,0
14227,4913,0,2010.09,2016.09,2015.07,2015.09,731.89,0,18.32,0.141666,44.31137796,12.82,1,61.48,5,13.2,1,1,14.834507686666669,0
3198,361892,4188440,2011.09,2016.09,2011.09,2015.09,2745.39,0,108.0,0.142881,44.31137796,12.72,2,573.81,4,26.4,1,1,27.155708133333327,0
4621,2990,0,2011.11,2016.11,2015.09,2015.11,446.98,0,16.29,0.142881,45.80687796,18.15,1,36.4,4,11.0,1,1,14.851841264444442,0
2218,1129316,0,2012.01,2017.01,2012.01,2016.01,4104.88,307,389.76,0.114008,40.606701,55.92,1,598.12,4,56.0,1,1,27.141935111111103,0
4060,901074,0,2012.05,2016.05,2012.05,2015.05,1348.36,306,146.24,0.1169099999999999,40.606701,28.47,1,160.73,4,19.8,1,1,27.209284499999995,0
4665,3118110,468369,2012.02,2016.02,2012.02,2015.02,1276.77,1001,39.77,0.120372,40.606701,63.96,2,162.68,4,32.0,1,1,27.146937896296294,0
18,47019,0,2012.04,2016.04,2012.04,2015.04,1687.29,1080,16.08,0.144902,44.31137796,19.28,1,130.14,4,10.392,0,0,14.84483162,0
8371,1564106,406995,2009.12,2016.02,2009.12,2015.02,3434.65,3570,132.97,0.1169,40.606701,25.8,2,373.24,6,17.25,0,0,27.234919099999995,0
5602,6978,0,2010.11,2016.11,2010.11,2015.11,1054.97,0,62.39,0.147506,45.30837756,13.26,2,119.46,5,10.392,0,0,14.841650847272724,1
9021,4904,0,2012.08,2016.08,2015.07,2015.08,510.53,82,119.62,0.1157609999999999,40.606701,19.44,1,70.85,3,17.25,0,1,27.19957094444444,0
14348,47681,0,2009.07,2016.07,2009.07,2015.07,1042.79,1115,132.57,0.115174,40.606701,20.17,1,116.3,7,19.0,0,0,27.18846308333333,0
2234,10556,11006,2012.06,2016.06,2012.06,2015.06,1123.05,0,131.94,0.1169099999999999,40.606701,29.85,2,147.3,4,20.785,1,1,27.200247999999995,0
7590,1980763,162510,2010.1,2016.07,2010.1,2015.07,4777.54,5951,130.08,0.113323,40.606701,7.43,2,521.96,5,15.5,1,1,27.18768919444444,0
11604,14878,0,2009.1,2016.1,2009.1,2015.1,212.15,0,15.98,0.146348,46.30537836,21.64,1,20.45,6,10.392,0,1,14.92661572,0
5002,1572886,0,2010.01,2016.02,2014.07,2015.03,6346.52,9343,16.65,0.137152,44.31137796,0.12,1,266.94,6,13.2,0,0,14.845976120000005,0
14819,18915,0,2012.09,2016.1,2013.1,2015.1,2038.73,743,145.39,0.1169099999999999,40.606701,6.04,1,244.33,3,18.0,1,1,27.17183825,1
11008,4864,0,2009.03,2016.03,2009.03,2015.03,726.87,943,19.41,0.1458839999999999,44.31137796,30.22,1,72.94,7,13.2,0,1,14.80548176444444,0
3283,34252,0,2009.1,2016.1,2009.1,2015.1,425.7,0,12.95,0.144902,44.31137796,7.8,1,37.63,6,10.392,0,0,14.815028419999996,0
10517,2662467,87653,2012.03,2016.06,2014.05,2015.06,8463.82,12359,16.91,0.1640569999999999,44.31137796,15.16,2,671.46,4,10.392,0,0,14.900064264444444,0
14862,1112034,0,2010.04,2016.04,2010.04,2015.04,3692.81,0,15.17,0.161454,44.31137796,31.08,1,402.35,6,13.8,0,0,14.878785425555556,0
6154,54419,0,2010.07,2016.07,2010.07,2015.07,283.46,8,62.72,0.144902,44.31137796,21.11,1,29.23,6,15.0,0,0,14.82993007,0
13211,5167,0,2010.02,2016.02,2015.12,2015.02,780.22,0,19.52,0.144963,44.31137796,33.12,1,81.87,6,13.2,0,1,14.805877019999995,0
8018,14203,0,2009.09,2016.09,2015.07,2015.09,1767.09,0,16.36,0.162904,44.31137796,8.98,1,115.01,6,10.392,0,0,14.869607042222226,0
1841,9785,23265,2009.12,2016.08,2013.08,2015.08,517.42,607,0.0,0.146348,45.80687796,29.04,2,45.07,6,15.0,1,0,14.80556876444444,1
3700,2459585,544031,2010.07,2016.07,2010.07,2015.07,5359.41,5886,17.45,0.1646369999999999,44.31137796,17.38,9,479.27,6,13.8,0,0,14.864763653333332,0
8589,28667,0,2007.03,2017.01,2007.03,2016.01,0.0,1694,0.0,0.0006,0.0,46.2,1,126.81,9,23.1,0,0,0.0001999999999999,0
8189,110568,0,2010.01,2017.01,2015.04,2016.01,1844.84,861,142.84,0.1169019999999999,40.606701,22.44,1,199.29,6,15.001,0,1,27.14424744444444,0
4303,298735,0,2010.09,2016.09,2015.05,2015.09,6950.8,5424,599.31,0.114481,40.606701,17.17,1,704.02,5,63.0,1,1,27.252839,0
8016,52587,0,2012.06,2016.07,2015.05,2015.07,1840.95,0,18.32,0.142245,44.31137796,17.45,1,150.98,4,13.85,1,1,14.83883159777778,0
8933,16846,0,2009.1,2016.1,2009.1,2015.1,2495.53,0,19.4,0.1446309999999999,44.31137796,8.8,1,213.56,6,13.2,1,1,14.81483114222222,0
386,249601,169741,2004.1,2016.1,2004.1,2015.1,13814.05,14345,132.15,0.110955,40.606701,-11.8,2,1002.95,11,71.71,0,0,27.15940366666666,0
2932,932707,0,2010.06,2016.06,2010.06,2015.06,1318.51,0,131.41,0.115174,40.606701,18.76,1,142.47,6,15.001,0,0,27.197643499999995,0
12976,4820,0,2012.02,2016.03,2014.03,2015.03,913.85,0,20.12,0.186188,45.80687796,36.04,1,351.18,4,10.392,1,1,15.316782842222224,0
4841,61475,0,2009.11,2016.11,2009.11,2015.11,514.97,0,19.45,0.146348,45.80687796,21.78,1,49.52,6,13.2,0,1,14.852203342222218,0
857,15950,0,2010.11,2016.11,2015.09,2015.11,135.72,24,16.08,0.142881,46.30537836,21.09,1,11.78,5,10.392,0,0,14.865601408888883,0
8560,9823,0,2010.07,2016.07,2015.06,2015.07,949.72,692,139.67,0.114604,40.606701,24.46,1,110.0,6,23.0,0,0,27.188172499999997,0
11037,1294,0,2012.1,2016.1,2012.1,2015.1,195.59,0,0.0,0.147506,46.30537836,21.64,1,18.62,3,10.392,0,1,14.95168067,0
4972,6725,0,2009.08,2016.08,2009.08,2015.08,1004.48,0,19.53,0.144902,44.31137796,15.72,1,99.06,6,13.2,0,1,14.824962842222224,0
9126,10282,4572,2009.06,2016.06,2009.06,2015.06,1516.01,0,16.32,0.142819,44.31137796,20.12,2,125.63,7,13.8,0,1,14.83426003111111,0
13528,6542,0,2013.06,2016.06,2014.05,2015.06,667.16,951,131.76,0.1128599999999999,40.606701,37.68,1,63.1,3,20.785,0,0,27.249824166666667,0
14272,3118110,468369,2012.02,2016.02,2012.02,2015.02,4295.45,3105,39.77,0.1186359999999999,40.606701,67.44,2,452.15,4,45.0,1,1,27.146552488888887,0
2917,1572886,0,2010.01,2016.03,2014.07,2015.03,1413.61,1375,16.12,0.157696,44.31137796,-0.05,1,51.62,6,14.5,0,0,14.86181354222222,0
11240,20804,0,2011.08,2016.08,2015.06,2015.08,3060.33,0,0.0,0.141434,44.31137796,14.04,1,222.62,4,13.2,1,1,14.824171564444448,0
15016,12448,0,2009.1,2016.1,2009.1,2015.11,1248.75,3263,16.31,0.165022,44.31137796,9.2,1,105.53,6,13.856,0,1,14.846142804848482,0
2262,176905,0,2013.06,2016.06,2013.11,2015.06,2155.71,0,17.65,0.143166,44.31137796,19.28,1,188.59,3,13.2,1,1,14.834376064444443,1
6441,486,0,2004.08,2016.11,2015.11,2015.08,52.71,0,132.91,0.157877,41.1052014,33.9,1,3.46,11,17.52,0,0,27.312901266666664,1
3797,275130,0,2010.06,2016.06,2010.06,2015.06,39.3,0,19.61,0.1457109999999999,44.31137796,21.52,1,4.01,6,13.2,0,0,14.835225231111112,0
4228,8939,0,2011.12,2016.02,2011.12,2015.02,1306.83,1746,151.81,0.142059,44.31137796,26.04,1,130.82,4,10.39,1,0,14.804309953333329,0
3387,5293,0,2012.08,2016.09,2014.09,2015.09,785.99,0,16.86,0.144902,44.31137796,10.08,1,69.68,3,10.392,1,1,14.829802447777778,0
16072,1185,0,2009.06,2016.06,2009.06,2015.06,176.56,0,7.59,0.144902,44.31137796,21.52,1,16.13,7,13.2,0,0,14.83489723111111,0
15615,75887,0,2012.04,2016.04,2012.04,2015.04,1260.65,3003,0.0,0.115174,40.606701,27.18,1,169.81,4,22.5,1,1,27.215936777777777,0
1033,3748,0,2009.08,2016.08,2015.06,2015.08,443.93,518,16.47,0.141434,44.31137796,12.3,1,36.28,6,10.35,0,0,14.824286736666666,0
13522,680826,0,2010.01,2016.03,2010.01,2015.03,789.49,0,12.36,0.1458839999999999,44.31137796,26.06,1,117.36,6,11.4,0,0,14.805481731111104,0
8374,960,0,2011.12,2016.11,2011.12,2015.12,99.66,33,129.72,0.1152369999999999,41.27136420000001,34.83,1,11.16,4,18.0,1,0,27.144262696969697,0
12445,6272,0,2012.02,2016.03,2014.03,2015.03,844.97,0,137.85,0.154393,41.1052014,65.31,1,321.53,4,16.5,1,1,27.67152739555556,0
1048,1370,0,2010.12,2016.12,2010.12,2015.12,206.64,13,17.61,0.147506,46.30537836,25.88,1,25.2,5,13.15,1,1,14.805838764444442,0
11909,295139,0,2012.03,2016.03,2012.03,2015.03,585.44,0,11.53,0.142881,44.31137796,24.6,1,300.46,4,16.435,1,1,21.782108986666668,1
5094,14797,793343,2010.01,2016.05,2010.01,2015.05,461.4,666,16.4,0.144902,44.31137796,24.42,1,44.37,6,13.2,1,0,14.839864458888892,0
4607,69636,0,2010.04,2016.04,2010.04,2015.04,5702.94,0,15.88,0.161454,44.31137796,27.88,1,463.5,6,15.0,0,0,14.88237042909091,0
15496,6243,0,2009.11,2016.11,2015.09,2015.11,467.79,0,62.01,0.142881,46.30537836,29.34,1,37.97,6,14.5,0,0,14.885299153333335,0
2657,3926060,1959386,2013.04,2016.04,2013.04,2015.04,3909.51,4566,143.81,0.1169099999999999,40.606701,31.62,2,547.38,3,26.2,1,1,27.21774297777777,0
5119,29377,0,2011.07,2016.07,2015.06,2015.07,1648.19,1223,131.84,0.114025,40.606701,21.23,1,186.34,5,27.6,0,0,27.191845999999995,0
8054,1162013,0,2010.06,2016.06,2010.06,2015.06,3638.86,0,37.01,0.1646369999999999,44.31137796,15.16,1,339.94,6,10.392,0,0,14.869910592222222,0
13079,160988,0,2010.04,2016.04,2010.04,2015.04,15691.12,26518,0.0,0.1100829999999999,40.606701,-2.74,1,1079.25,6,64.0,1,0,27.21221453333333,0
15399,148082,0,2012.1,2016.1,2012.1,2015.1,3357.61,1946,132.53,0.1152369999999999,40.606701,6.88,1,405.46,3,20.7,0,0,27.160601111111102,0
6397,52275,0,2011.08,2016.07,2015.07,2014.12,402.64,0,72.01,0.1998339999999999,45.94470996,21.69,1,-43.08,4,10.392,1,1,22.56399157777778,1
14240,191099,0,2013.04,2016.09,2013.09,2015.09,17234.54,13254,394.07,0.095022,58.99595196,-31.49,1,1051.21,3,175.0,1,1,34.68268721111112,0
1665,15384,0,2009.1,2016.1,2009.1,2015.1,1524.04,3724,143.18,0.1152369999999999,40.606701,17.23,1,142.64,6,25.0,0,0,27.162528055555548,0
14336,15698,0,2009.12,2016.12,2015.11,2015.12,1584.31,1992,146.87,0.114088,40.606701,0.999999999999999,1,170.82,6,22.0,1,0,27.14415824242424,0
10182,7873,0,2011.05,2016.05,2011.05,2015.06,1171.68,1638,65.61,0.144902,44.31137796,25.56,1,89.45,5,13.856,0,0,14.839864458888892,0
5585,5695,0,2009.05,2016.05,2014.04,2015.05,848.3,1074,16.55,0.144902,44.31137796,24.42,1,81.91,7,13.2,0,0,14.864519623030304,0
9565,1898,0,2012.08,2016.08,2015.06,2015.08,272.18,674,16.4,0.141666,44.31137796,16.44,1,28.93,3,13.85,1,1,14.824407286666668,0
10458,13473,0,2010.06,2016.06,2010.06,2015.06,137.58,0,16.33,0.1457109999999999,44.31137796,16.92,1,14.21,6,10.392,0,0,14.835225231111112,0
2209,110049,0,2012.03,2016.03,2014.03,2015.03,10511.53,8812,143.81,0.111694,40.606701,-0.12,1,755.29,4,50.0,1,1,27.22982965555555,1
